cid_ibge,volumes_mes,volume_dia,volume_lw
1304203,10263.933333333332,342.13111111111107,136.85244444444444
1304237,4493.035714285715,149.76785714285717,59.90714285714287
1304260,8192.631578947368,273.0877192982456,109.23508771929824
1304302,8788.888888888889,292.96296296296293,117.18518518518518
1304401,11532.8,384.4266666666666,153.77066666666667
1400027,1600.0,53.333333333333336,21.333333333333336
1400050,8900.0,296.6666666666667,118.66666666666669
1400100,240565.76041666666,8018.858680555555,3207.543472222222
1400175,1560.0,52.0,20.8
1400209,13641.315789473685,454.7105263157895,181.8842105263158
1400233,4385.782608695652,146.1927536231884,58.47710144927536
1400308,13529.583333333334,450.98611111111114,180.39444444444447
1400456,15051.4,501.7133333333333,200.68533333333335
1400472,12006.74074074074,400.2246913580247,160.0898765432099
1400506,715.0,23.833333333333332,9.533333333333333
1400605,600.0,20.0,8.0
1500107,950.5769230769231,31.685897435897438,12.674358974358976
1500206,3007.5806451612902,100.25268817204301,40.101075268817205
1500347,1886.3809523809523,62.87936507936508,25.151746031746033
1500503,37860.1,1262.0033333333333,504.80133333333333
1500602,14498.379310344828,483.2793103448276,193.31172413793104
1500800,57876.642105263156,1929.2214035087718,771.6885614035087
1500859,21669.909090909092,722.3303030303031,288.9321212121212
1500909,318.8235294117647,10.627450980392156,4.250980392156863
1500958,620.0,20.666666666666668,8.266666666666667
1501253,116.66666666666667,3.888888888888889,1.5555555555555556
1501303,21679.43157894737,722.6477192982456,289.05908771929825
1501402,172283.11458333334,5742.7704861111115,2297.1081944444445
1501451,4249.464285714285,141.64880952380952,56.65952380952381
1501501,7089.010526315789,236.30035087719298,94.5201403508772
1501576,1159.5,38.65,15.46
1501600,1117.857142857143,37.261904761904766,14.904761904761907
1501709,5313.984375,177.1328125,70.853125
1501725,293.75,9.791666666666666,3.9166666666666665
1501782,3760.0,125.33333333333333,50.13333333333333
1501808,916.6666666666666,30.555555555555554,12.222222222222221
1501907,200.0,6.666666666666667,2.666666666666667
1501956,921.4285714285714,30.714285714285715,12.285714285714286
1502004,3500.0,116.66666666666667,46.66666666666667
1502152,63648.78125,2121.626041666667,848.6504166666668
1502202,7015.550561797752,233.8516853932584,93.54067415730337
1502301,852.6086956521739,28.42028985507246,11.368115942028986
1502400,11597.020833333334,386.56736111111115,154.62694444444446
1502707,1570.8823529411766,52.36274509803922,20.94509803921569
1502756,2222.5,74.08333333333333,29.633333333333333
1502764,2510.0,83.66666666666667,33.46666666666667
1502772,10353.255555555555,345.1085185185185,138.04340740740741
1502905,657.7777777777778,21.925925925925927,8.77037037037037
1502939,4347.597402597403,144.91991341991343,57.96796536796538
1502954,2023.0666666666666,67.43555555555555,26.974222222222224
1503044,1043.1818181818182,34.77272727272727,13.90909090909091
1503093,5196.875,173.22916666666666,69.29166666666667
1503101,623.3333333333334,20.77777777777778,8.311111111111112
1503200,651.7741935483871,21.725806451612904,8.690322580645162
1503309,400.0,13.333333333333334,5.333333333333334
1503408,322.85714285714283,10.761904761904761,4.304761904761905
1503457,4056.296296296296,135.20987654320987,54.08395061728395
1503507,332.0,11.066666666666666,4.426666666666667
1503606,18858.268292682926,628.6089430894309,251.44357723577238
1503705,150.0,5.0,2.0
1503754,9635.0,321.1666666666667,128.46666666666667
1503804,515.7142857142857,17.19047619047619,6.876190476190477
1503903,30626.0,1020.8666666666667,408.3466666666667
1504059,3153.7,105.12333333333332,42.04933333333333
1504109,241.11111111111111,8.037037037037036,3.214814814814815
1504208,113360.86458333333,3778.6954861111108,1511.4781944444444
1504307,318.8888888888889,10.62962962962963,4.251851851851852
1504406,313.57142857142856,10.452380952380953,4.180952380952381
1504422,22737.263157894737,757.9087719298245,303.1635087719298
1504455,182.22222222222223,6.074074074074074,2.42962962962963
1504604,250.0,8.333333333333334,3.333333333333334
1504703,3962.0,132.06666666666666,52.82666666666667
1504901,100.0,3.3333333333333335,1.3333333333333335
1504950,50.0,1.6666666666666667,0.6666666666666667
1504976,721.6666666666666,24.055555555555554,9.622222222222222
1505007,128.0,4.266666666666667,1.7066666666666668
1505031,5682.081081081081,189.4027027027027,75.76108108108109
1505064,536.3636363636364,17.87878787878788,7.151515151515152
1505304,32080.233333333334,1069.341111111111,427.7364444444445
1505403,368.5,12.283333333333333,4.913333333333334
1505437,14461.666666666666,482.05555555555554,192.82222222222222
1505486,792.25,26.408333333333335,10.563333333333334
1505502,48543.010416666664,1618.1003472222221,647.2401388888889
1505536,163772.57291666666,5459.085763888888,2183.6343055555553
1505551,378.3333333333333,12.61111111111111,5.044444444444444
1505601,2205.0,73.5,29.400000000000002
1505635,230.0,7.666666666666667,3.066666666666667
1505700,200.0,6.666666666666667,2.666666666666667
1506104,2501.9444444444443,83.39814814814814,33.359259259259254
1506112,233.75,7.791666666666667,3.116666666666667
1506138,6927.811111111111,230.92703703703702,92.37081481481482
1506161,647.4545454545455,21.581818181818182,8.632727272727273
1506187,785.4545454545455,26.181818181818183,10.472727272727274
1506195,5397.4,179.91333333333333,71.96533333333333
1506203,1099.0877192982457,36.63625730994152,14.654502923976608
1506302,250.0,8.333333333333334,3.333333333333334
1506351,951.6666666666666,31.72222222222222,12.68888888888889
1506500,1331.3370786516855,44.377902621722846,17.751161048689138
1506559,608.0,20.266666666666666,8.106666666666667
1506583,3043.030303030303,101.43434343434343,40.57373737373737
1506609,386.8181818181818,12.893939393939394,5.157575757575758
1506708,2973.8709677419356,99.12903225806453,39.65161290322581
1506807,31792.6,1059.7533333333333,423.90133333333335
1507003,901.8421052631579,30.06140350877193,12.024561403508773
1507102,79577.75,2652.5916666666667,1061.0366666666666
1507151,200.0,6.666666666666667,2.666666666666667
1507300,775.0,25.833333333333332,10.333333333333334
1507409,300.0,10.0,4.0
1507458,1757.5,58.583333333333336,23.433333333333337
1507474,315.2173913043478,10.507246376811594,4.202898550724638
1507607,1732.5217391304348,57.75072463768116,23.100289855072464
1507755,235.0,7.833333333333333,3.1333333333333333
1507904,100.0,3.3333333333333335,1.3333333333333335
1507953,4158.369863013699,138.6123287671233,55.44493150684932
1507961,270.0,9.0,3.6
1507979,2600.0,86.66666666666667,34.66666666666667
1508001,4836.120689655172,161.20402298850573,64.4816091954023
1508035,640.625,21.354166666666668,8.541666666666668
1508050,601.25,20.041666666666668,8.016666666666667
1508084,1905.408163265306,63.51360544217687,25.40544217687075
1508100,10826.56,360.88533333333334,144.35413333333335
1508126,7973.315217391304,265.77717391304344,106.31086956521739
1508159,17973.75,599.125,239.65
1508209,1404.3181818181818,46.810606060606055,18.724242424242423
1508308,266.6666666666667,8.88888888888889,3.555555555555556
1508357,14754.4,491.81333333333333,196.72533333333334
1508407,1444.5072463768115,48.150241545893714,19.260096618357487
1600055,11250.0,375.0,150.0
1600105,4950.0,165.0,66.0
1600154,28820.47619047619,960.6825396825396,384.2730158730159
1600204,200.0,6.666666666666667,2.666666666666667
1600238,5512.526315789473,183.75087719298244,73.50035087719299
1600253,17090.0,569.6666666666666,227.86666666666667
1600279,25260.88888888889,842.0296296296297,336.8118518518519
1600303,23585.4,786.1800000000001,314.47200000000004
1600600,8123.076923076923,270.7692307692308,108.30769230769232
1600709,566.6666666666666,18.88888888888889,7.555555555555556
1700251,150.0,5.0,2.0
1700301,1151.578947368421,38.3859649122807,15.35438596491228
1700350,465.7142857142857,15.523809523809524,6.20952380952381
1700400,1081.4285714285713,36.047619047619044,14.419047619047618
1700707,1037.027027027027,34.56756756756757,13.827027027027029
1701002,4368.888888888889,145.62962962962962,58.25185185185185
1701101,774.2307692307693,25.80769230769231,10.323076923076925
1701309,1765.0,58.833333333333336,23.533333333333335
1701903,1258.0,41.93333333333333,16.773333333333333
1702000,2540.0,84.66666666666667,33.86666666666667
1702109,51935.052083333336,1731.1684027777778,692.4673611111111
1702158,987.7777777777778,32.92592592592593,13.170370370370373
1702208,958.75,31.958333333333332,12.783333333333333
1702307,625.0,20.833333333333332,8.333333333333334
1702406,3961.4375,132.04791666666668,52.819166666666675
1702554,2390.0,79.66666666666667,31.86666666666667
1702703,4400.0,146.66666666666666,58.666666666666664
1702901,295.0,9.833333333333334,3.9333333333333336
1703008,1160.0,38.666666666666664,15.466666666666667
1703057,1923.1818181818182,64.10606060606061,25.642424242424244
1703073,3515.714285714286,117.19047619047619,46.87619047619048
1703107,982.0,32.733333333333334,13.093333333333334
1703206,200.0,6.666666666666667,2.666666666666667
1703305,1830.0,61.0,24.400000000000002
1703602,3700.0,123.33333333333333,49.333333333333336
1703701,563.8709677419355,18.795698924731184,7.518279569892474
1703800,250.0,8.333333333333334,3.333333333333334
1703826,250.0,8.333333333333334,3.333333333333334
1703842,2306.576923076923,76.88589743589743,30.754358974358976
1703867,1367.710843373494,45.59036144578314,18.236144578313255
1703883,600.0,20.0,8.0
1703909,3197.1363636363635,106.57121212121211,42.628484848484845
1704105,866.6666666666666,28.88888888888889,11.555555555555557
1705102,1280.0,42.666666666666664,17.066666666666666
1705508,2490.810810810811,83.02702702702703,33.21081081081081
1705557,718.6666666666666,23.955555555555556,9.582222222222223
1705607,532.5,17.75,7.1000000000000005
1706001,1997.7777777777778,66.5925925925926,26.63703703703704
1706100,486.25,16.208333333333332,6.483333333333333
1706258,900.0,30.0,12.0
1706506,1836.5,61.21666666666667,24.486666666666668
1707009,4015.021276595745,133.8340425531915,53.5336170212766
1707108,2162.3076923076924,72.07692307692308,28.830769230769235
1707207,150.0,5.0,2.0
1707306,1383.3333333333333,46.11111111111111,18.444444444444443
1707553,1012.9166666666666,33.763888888888886,13.505555555555555
1707652,2273.4347826086955,75.78115942028985,30.312463768115943
1707702,400.0,13.333333333333334,5.333333333333334
1708205,2988.4,99.61333333333333,39.845333333333336
1708254,3952.2077922077924,131.74025974025975,52.6961038961039
1708304,1216.6666666666667,40.55555555555556,16.222222222222225
1709005,3248.0,108.26666666666667,43.30666666666667
1709302,3666.2195121951218,122.20731707317073,48.88292682926829
1709500,25379.875,845.9958333333333,338.3983333333333
1710904,1050.0,35.0,14.0
1711100,700.0,23.333333333333332,9.333333333333334
1711902,3024.178082191781,100.80593607305937,40.32237442922375
1711951,845.0,28.166666666666668,11.266666666666667
1712009,450.0,15.0,6.0
1712405,925.0,30.833333333333332,12.333333333333334
1712454,250.0,8.333333333333334,3.333333333333334
1712504,1312.6315789473683,43.75438596491228,17.50175438596491
1712702,1559.6,51.986666666666665,20.794666666666668
1712801,200.0,6.666666666666667,2.666666666666667
1713205,1190.888888888889,39.696296296296296,15.878518518518518
1713304,1142.3484848484848,38.07828282828282,15.23131313131313
1713601,1841.6666666666667,61.38888888888889,24.555555555555557
1714203,2219.516129032258,73.98387096774194,29.593548387096774
1714302,971.4285714285714,32.38095238095238,12.952380952380953
1714880,1704.923076923077,56.83076923076923,22.732307692307693
1715002,1163.0,38.766666666666666,15.506666666666668
1715101,200.0,6.666666666666667,2.666666666666667
1715150,303.0,10.1,4.04
1715259,1160.0,38.666666666666664,15.466666666666667
1715507,1450.0,48.333333333333336,19.333333333333336
1715705,400.0,13.333333333333334,5.333333333333334
1715754,440.0,14.666666666666666,5.866666666666667
1716109,10774.552083333334,359.1517361111111,143.66069444444446
1716208,6056.666666666667,201.88888888888889,80.75555555555556
1716307,1410.0,47.0,18.8
1716505,5827.257575757576,194.2419191919192,77.69676767676769
1716604,1593.2,53.10666666666667,21.24266666666667
1716703,501.47058823529414,16.715686274509803,6.686274509803922
1717008,400.0,13.333333333333334,5.333333333333334
1717206,1617.6470588235295,53.92156862745098,21.568627450980394
1717503,1963.3333333333333,65.44444444444444,26.177777777777777
1717800,1516.6666666666667,50.55555555555556,20.222222222222225
1717909,1140.0,38.0,15.200000000000001
1718006,100.0,3.3333333333333335,1.3333333333333335
1718204,6967.5625,232.25208333333333,92.90083333333334
1718402,191.66666666666666,6.388888888888888,2.5555555555555554
1718451,1429.1304347826087,47.63768115942029,19.055072463768116
1718881,1600.0,53.333333333333336,21.333333333333336
1718899,550.7692307692307,18.358974358974358,7.343589743589743
1718907,1220.0,40.666666666666664,16.266666666666666
1720259,235.0,7.833333333333333,3.1333333333333333
1720499,814.0,27.133333333333333,10.853333333333333
1720655,878.8235294117648,29.294117647058826,11.71764705882353
1720804,300.0,10.0,4.0
1720853,3180.0,106.0,42.400000000000006
1720903,1874.2307692307693,62.47435897435898,24.989743589743593
1720937,3645.0,121.5,48.6
1720978,795.8823529411765,26.52941176470588,10.611764705882353
1721000,124457.41666666667,4148.580555555555,1659.4322222222222
1721109,695.0,23.166666666666668,9.266666666666667
1721208,1397.3333333333333,46.577777777777776,18.63111111111111
1721257,450.0,15.0,6.0
1722081,1425.0,47.5,19.0
1722107,3099.3333333333335,103.31111111111112,41.32444444444445
2100055,11212.697916666666,373.7565972222222,149.50263888888887
2100154,590.0,19.666666666666668,7.866666666666667
2100204,575.0,19.166666666666668,7.666666666666668
2100303,4600.0,153.33333333333334,61.33333333333334
2100436,852.5,28.416666666666668,11.366666666666667
2100477,2900.0,96.66666666666667,38.66666666666667
2100501,4545.04,151.50133333333332,60.60053333333333
2100550,1390.909090909091,46.36363636363637,18.545454545454547
2100600,300.0,10.0,4.0
2100709,1066.6666666666667,35.55555555555556,14.222222222222223
2100808,250.0,8.333333333333334,3.333333333333334
2100907,1080.0,36.0,14.4
2101004,742.2222222222222,24.74074074074074,9.896296296296297
2101103,400.0,13.333333333333334,5.333333333333334
2101202,16086.369565217392,536.2123188405798,214.4849275362319
2101251,6894.486842105263,229.81622807017544,91.92649122807018
2101350,1500.0,50.0,20.0
2101400,21903.073684210525,730.1024561403508,292.04098245614034
2101509,1297.8947368421052,43.26315789473684,17.30526315789474
2101608,807.3529411764706,26.911764705882355,10.764705882352942
2101707,2497.6744186046512,83.25581395348837,33.30232558139535
2101772,691.875,23.0625,9.225
2101806,856.25,28.541666666666668,11.416666666666668
2102002,816.6666666666666,27.22222222222222,10.88888888888889
2102036,474.0,15.8,6.32
2102101,772.5,25.75,10.3
2102150,1500.0,50.0,20.0
2102200,948.4615384615385,31.615384615384617,12.646153846153847
2102309,2216.6666666666665,73.88888888888889,29.555555555555557
2102325,2077.4347826086955,69.24782608695652,27.69913043478261
2102556,2526.1739130434785,84.20579710144928,33.68231884057971
2102754,7496.407407407408,249.88024691358027,99.95209876543211
2102804,3238.764705882353,107.95882352941177,43.18352941176471
2103000,6439.055555555556,214.63518518518518,85.85407407407408
2103208,761.4285714285714,25.380952380952383,10.152380952380954
2103257,1561.4285714285713,52.047619047619044,20.81904761904762
2103307,4783.985294117647,159.46617647058824,63.7864705882353
2103406,2031.3636363636363,67.7121212121212,27.084848484848482
2103505,1332.5,44.416666666666664,17.766666666666666
2103604,634.2857142857143,21.142857142857146,8.457142857142859
2103752,1607.4193548387098,53.58064516129033,21.432258064516134
2103802,1020.3571428571429,34.011904761904766,13.604761904761908
2104057,2601.4375,86.71458333333334,34.685833333333335
2104073,1006.6666666666666,33.55555555555556,13.422222222222224
2104107,200.0,6.666666666666667,2.666666666666667
2104305,13552.95081967213,451.76502732240436,180.70601092896175
2104404,4550.0,151.66666666666666,60.666666666666664
2104552,577.6470588235294,19.254901960784313,7.701960784313726
2104677,2548.4615384615386,84.94871794871796,33.97948717948719
2104800,2213.65,73.78833333333334,29.515333333333338
2105005,360.0,12.0,4.800000000000001
2105104,435.0,14.5,5.800000000000001
2105153,375.0,12.5,5.0
2105302,52482.583333333336,1749.4194444444445,699.7677777777778
2105401,7841.073170731707,261.3691056910569,104.54764227642278
2105427,868.7692307692307,28.958974358974356,11.583589743589743
2105500,600.0,20.0,8.0
2105708,3040.0,101.33333333333333,40.53333333333333
2106003,826.6666666666666,27.555555555555554,11.022222222222222
2106102,1385.0,46.166666666666664,18.466666666666665
2106300,965.6666666666666,32.18888888888889,12.875555555555557
2106326,521.6,17.386666666666667,6.954666666666667
2106375,10858.421052631578,361.9473684210526,144.77894736842106
2106409,877.1428571428571,29.238095238095237,11.695238095238096
2106508,220.0,7.333333333333333,2.9333333333333336
2106755,15433.741379310344,514.4580459770115,205.7832183908046
2106805,774.2857142857143,25.80952380952381,10.323809523809524
2106904,800.0,26.666666666666668,10.666666666666668
2107100,331.25,11.041666666666666,4.416666666666667
2107258,200.0,6.666666666666667,2.666666666666667
2107357,366.6666666666667,12.222222222222223,4.888888888888889
2107407,850.0,28.333333333333332,11.333333333333334
2107456,621.6666666666666,20.72222222222222,8.28888888888889
2107506,5760.3263157894735,192.01087719298246,76.80435087719299
2107704,1412.857142857143,47.095238095238095,18.83809523809524
2107803,370.0,12.333333333333334,4.933333333333334
2107902,3580.0,119.33333333333333,47.733333333333334
2108009,772.8571428571429,25.761904761904763,10.304761904761905
2108058,1672.0,55.733333333333334,22.293333333333337
2108108,420.0,14.0,5.6000000000000005
2108207,1010.0,33.666666666666664,13.466666666666667
2108454,2150.0,71.66666666666667,28.66666666666667
2108504,4284.0,142.8,57.120000000000005
2108603,3409.717391304348,113.6572463768116,45.462898550724645
2108702,420.0,14.0,5.6000000000000005
2109007,3663.8571428571427,122.12857142857142,48.85142857142857
2109106,7227.620689655172,240.9206896551724,96.36827586206897
2109452,805.3846153846154,26.846153846153847,10.73846153846154
2109502,1434.5806451612902,47.81935483870968,19.127741935483872
2109551,640.0,21.333333333333332,8.533333333333333
2109601,2236.7123287671234,74.55707762557078,29.822831050228316
2109700,2159.8275862068967,71.99425287356323,28.797701149425293
2109809,1300.0,43.333333333333336,17.333333333333336
2109908,5964.505263157895,198.81684210526316,79.52673684210527
2110005,5214.177777777778,173.80592592592592,69.52237037037037
2110039,489.0,16.3,6.5200000000000005
2110104,450.0,15.0,6.0
2110203,1100.0,36.666666666666664,14.666666666666666
2110302,5517.630434782609,183.92101449275364,73.56840579710146
2110500,448.0,14.933333333333334,5.973333333333334
2110609,1174.0,39.13333333333333,15.653333333333334
2110658,2375.2,79.17333333333333,31.669333333333334
2110708,1600.0,53.333333333333336,21.333333333333336
2110807,1806.6666666666667,60.22222222222222,24.08888888888889
2110856,775.0,25.833333333333332,10.333333333333334
2111003,3411.7391304347825,113.72463768115942,45.48985507246377
2111052,216.66666666666666,7.222222222222222,2.8888888888888893
2111102,2426.315789473684,80.87719298245614,32.35087719298246
2111201,7769.595744680851,258.986524822695,103.594609929078
2111300,344517.625,11483.920833333334,4593.568333333334
2111409,429.6111111111111,14.32037037037037,5.728148148148148
2111508,1455.391304347826,48.51304347826087,19.405217391304348
2111532,460.0,15.333333333333334,6.133333333333334
2111573,200.0,6.666666666666667,2.666666666666667
2111607,4018.6792452830186,133.9559748427673,53.58238993710692
2111706,743.939393939394,24.7979797979798,9.91919191919192
2111763,300.0,10.0,4.0
2111789,800.0,26.666666666666668,10.666666666666668
2111904,1048.5714285714287,34.952380952380956,13.980952380952383
2111953,100.0,3.3333333333333335,1.3333333333333335
2112001,4072.64406779661,135.75480225988701,54.30192090395481
2112209,1954.485294117647,65.14950980392157,26.05980392156863
2112233,2991.8571428571427,99.72857142857143,39.89142857142858
2112308,833.3333333333334,27.77777777777778,11.111111111111112
2112407,735.0,24.5,9.8
2112506,2686.6666666666665,89.55555555555556,35.82222222222222
2112605,2000.0,66.66666666666667,26.66666666666667
2112704,700.0,23.333333333333332,9.333333333333334
2112803,2576.6666666666665,85.88888888888889,34.355555555555554
2112852,659.5238095238095,21.984126984126984,8.793650793650794
2112902,3689.5087719298244,122.98362573099415,49.193450292397664
2113009,820.0,27.333333333333332,10.933333333333334
2114007,653.6842105263158,21.789473684210527,8.715789473684211
2200053,500.0,16.666666666666668,6.666666666666668
2200202,2256.7567567567567,75.22522522522522,30.090090090090087
2200251,2830.0,94.33333333333333,37.733333333333334
2200277,200.0,6.666666666666667,2.666666666666667
2200301,440.0,14.666666666666666,5.866666666666667
2200400,2080.5,69.35,27.74
2200707,345.8333333333333,11.527777777777777,4.611111111111111
2200806,2183.6363636363635,72.78787878787878,29.115151515151513
2201002,200.0,6.666666666666667,2.666666666666667
2201150,6458.881578947368,215.29605263157893,86.11842105263158
2201200,676.6666666666666,22.555555555555554,9.022222222222222
2201309,1042.3333333333333,34.74444444444444,13.897777777777776
2201408,200.0,6.666666666666667,2.666666666666667
2201507,1005.2941176470588,33.509803921568626,13.403921568627451
2201556,200.0,6.666666666666667,2.666666666666667
2201572,300.0,10.0,4.0
2201770,2528.5714285714284,84.28571428571428,33.714285714285715
2201903,4295.641025641025,143.18803418803418,57.27521367521368
2201919,84.8,2.8266666666666667,1.1306666666666667
2202000,545.2173913043479,18.17391304347826,7.269565217391305
2202059,200.0,6.666666666666667,2.666666666666667
2202091,637.5,21.25,8.5
2202117,150.0,5.0,2.0
2202133,200.0,6.666666666666667,2.666666666666667
2202174,100.0,3.3333333333333335,1.3333333333333335
2202208,459.8333333333333,15.327777777777778,6.131111111111111
2202307,1003.2558139534884,33.44186046511628,13.376744186046512
2202406,246.66666666666666,8.222222222222221,3.2888888888888888
2202455,1146.6666666666667,38.22222222222222,15.28888888888889
2202505,761.4285714285714,25.380952380952383,10.152380952380954
2202539,266.6666666666667,8.88888888888889,3.555555555555556
2202604,876.6666666666666,29.22222222222222,11.68888888888889
2202703,798.5714285714286,26.619047619047617,10.647619047619047
2202729,672.1428571428571,22.404761904761905,8.961904761904762
2202752,600.0,20.0,8.0
2202802,314.2857142857143,10.476190476190476,4.190476190476191
2202901,1059.9473684210527,35.33157894736842,14.132631578947368
2203008,300.0,10.0,4.0
2203107,476.0,15.866666666666667,6.346666666666668
